division,title_fight,method,finish_round,match_time_sec,total_rounds,r_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner
welterweight,0,Submission,1,153,3,Sasha Palatnikov,6,4,0,185.42,77.11,182.88,Switch,1989-03-15,6.69,53,5.44,52,0.72,100,70,0,Ramiz Brahimaj,12,5,0,177.8,77.11,182.88,Orthodox,1992-11-17,2.14,45,3.81,43,1.99,41,47,1.7,Ramiz Brahimaj
women's strawweight,0,KO/TKO,1,60,3,Cheyanne Vlismas,7,3,0,160.02,52.16,160.02,Switch,1995-06-25,4.93,50,2.57,64,0.25,33,66,0.2,Gloria de Paula,6,5,0,165.1,52.16,170.18,Orthodox,1995-06-10,4.89,53,3.77,66,0.74,37,65,0.5,Cheyanne Vlismas
middleweight,0,Decision - Unanimous,5,300,5,Uriah Hall,18,11,0,182.88,83.91,200.66,Orthodox,1984-07-31,3.23,48,3.85,54,0.54,38,64,0.1,Sean Strickland,29,7,0,185.42,83.91,193.04,Orthodox,1991-02-27,5.95,42,4.57,60,0.73,64,76,0.2,Sean Strickland
featherweight,0,KO/TKO,2,110,3,Collin Anglin,8,3,0,175.26,65.77,180.34,Orthodox,1993-02-20,4.59,48,5.54,51,2.28,66,100,0,Melsik Baghdasaryan,8,3,0,175.26,65.77,177.8,Southpaw,1992-01-28,5.04,59,3.14,56,0,0,72,0,Melsik Baghdasaryan
welterweight,0,Decision - Majority,3,300,3,Bryan Barberena,18,12,0,182.88,83.91,182.88,Southpaw,1989-05-03,5.35,48,4.59,44,0.13,22,50,0.3,Jason Witt,19,9,0,177.8,77.11,177.8,Orthodox,1986-11-07,2.15,44,2.54,52,6.9,48,100,0.9,Jason Witt
welterweight,0,KO/TKO,1,68,3,Niklas Stolze,12,6,0,185.42,70.31,187.96,Switch,1992-12-28,2.12,48,2.25,49,0.66,100,55,0.7,Jared Gooden,23,10,0,182.88,77.11,195.58,Orthodox,1993-12-05,4.4,48,6.74,45,0.91,45,65,0.4,Jared Gooden
lightweight,0,Decision - Unanimous,3,300,3,Chris Gruetzemacher,15,5,0,172.72,70.31,172.72,Orthodox,1986-06-16,6.18,57,4.96,52,0.21,50,65,0,Rafa Garcia,17,4,0,170.18,70.31,177.8,Orthodox,1994-08-05,4.01,43,4.47,60,3.21,43,77,0.2,Chris Gruetzemacher
lightweight,0,KO/TKO,3,295,3,Roosevelt Roberts,12,6,0,187.96,70.31,185.42,Orthodox,1994-02-11,2.84,43,3.1,52,1.18,26,50,0.7,Ignacio Bahamondes,17,6,0,190.5,70.31,190.5,Orthodox,1997-08-27,6.55,45,4.33,56,0,0,75,0.4,Ignacio Bahamondes
featherweight,0,Decision - Majority,3,300,3,Danny Chavez,11,5,1,172.72,65.77,170.18,Orthodox,1987-03-14,2.86,38,3.83,50,1.95,60,87,0,Kai Kamaka,8,4,1,170.18,65.77,175.26,Orthodox,1995-01-05,4.96,57,5.29,55,1.93,58,52,0.3,
flyweight,0,Decision - Unanimous,3,300,3,Ryan Benoit,10,8,0,165.1,56.7,172.72,Orthodox,1989-08-25,2.88,39,3.65,58,0.28,22,72,0.4,Zarrukh Adashev,4,4,0,165.1,56.7,165.1,Southpaw,1992-07-29,3.65,40,3.04,64,0,0,100,0.5,Zarrukh Adashev
bantamweight,0,Decision - Unanimous,3,300,3,Jose Aldo,32,10,0,170.18,61.23,177.8,Orthodox,1986-09-09,3.65,46,3.81,60,0.47,51,92,0.1,Pedro Munhoz,20,10,0,167.64,61.23,165.1,Orthodox,1986-09-07,5.38,41,6.29,55,0.48,16,82,0.5,Jose Aldo
welterweight,0,KO/TKO,2,261,3,Phil Rowe,11,5,0,190.5,77.11,203.2,Orthodox,1990-07-18,3.99,49,4.38,53,0.6,36,56,0.3,Orion Cosce,8,2,0,180.34,77.11,180.34,Switch,1994-07-15,2.77,53,4.02,44,1.92,40,61,0,Phil Rowe
women's strawweight,0,Decision - Unanimous,3,300,3,Jinh Yu Frey,11,10,0,160.02,52.16,165.1,Southpaw,1985-05-20,2.97,43,4.23,52,1.02,36,90,0.3,Ashley Yoder,8,9,0,170.18,52.16,175.26,Southpaw,1987-10-20,3.42,39,4.13,47,1.09,27,66,0.6,Jinh Yu Frey
women's strawweight,0,Decision - Unanimous,3,300,3,Tecia Pennington,15,7,0,154.94,52.16,152.4,Orthodox,1989-08-16,4.78,48,3.48,61,0.54,13,62,0.1,Angela Hill,18,14,0,160.02,52.16,162.56,Orthodox,1985-01-12,5.47,50,4.92,61,0.81,32,75,0.1,Tecia Pennington
interim heavyweight,1,KO/TKO,3,251,5,Derrick Lewis,29,12,0,190.5,117.93,200.66,Orthodox,1985-02-07,2.51,50,2.49,40,0.56,26,52,0,Ciryl Gane,13,2,0,193.04,111.13,205.74,Orthodox,1990-04-12,5.26,61,2.23,61,0.7,25,43,0.6,Ciryl Gane
welterweight,0,Submission,1,205,3,Michael Chiesa,19,7,0,185.42,77.11,190.5,Southpaw,1987-12-07,2.03,40,1.73,57,3.05,47,67,1,Vicente Luque,23,11,1,180.34,77.11,190.5,Orthodox,1991-11-27,5.02,51,5.25,52,0.97,51,61,0.7,Vicente Luque
bantamweight,0,Decision - Split,3,300,3,Song Yadong,22,8,1,172.72,61.23,170.18,Orthodox,1997-12-02,4.58,43,4,55,0.61,38,73,0.1,Casey Kenney,16,4,1,170.18,61.23,172.72,Southpaw,1991-03-20,4.85,42,4.67,58,1.09,35,61,0.4,Song Yadong
lightweight,0,Decision - Unanimous,3,300,3,King Green,32,17,1,177.8,70.31,180.34,Orthodox,1986-09-09,6.4,52,3.72,62,1.22,39,74,0.3,Rafael Fiziev,13,4,0,172.72,70.31,180.34,Switch,1993-03-05,4.77,52,4.77,50,0.89,72,90,0,Rafael Fiziev
bantamweight,0,Decision - Unanimous,3,300,3,Vince Morales,16,10,0,170.18,61.23,177.8,Orthodox,1990-11-12,3.57,37,4,53,0.59,40,58,0.5,Drako Rodriguez,7,3,0,172.72,61.23,175.26,Orthodox,1996-06-16,3.37,36,4.4,58,2.93,66,75,0.7,Vince Morales
flyweight,0,KO/TKO,1,284,3,Manel Kape,21,7,0,165.1,56.7,172.72,Southpaw,1993-11-14,5.04,55,4.05,57,0.42,30,81,0.3,Ode Osbourne,13,8,0,170.18,56.7,185.42,Southpaw,1992-01-09,3.2,40,3.82,46,1.11,28,65,0.6,Manel Kape
light heavyweight,0,Decision - Unanimous,3,300,3,Alonzo Menifield,17,5,1,182.88,92.99,193.04,Orthodox,1987-10-18,3.79,53,3.76,50,0.5,31,78,0.2,Ed Herman,27,16,0,185.42,92.99,195.58,Orthodox,1980-10-02,3.31,48,3.71,42,1.96,47,59,1,Alonzo Menifield
women's strawweight,0,Submission,1,272,3,Karolina Kowalkiewicz,16,9,0,160.02,52.16,162.56,Orthodox,1985-10-15,5.54,43,5.51,57,0.31,22,74,0.2,Jessica Penne,14,9,0,165.1,52.16,170.18,Orthodox,1983-01-30,2.63,33,5.05,45,1.29,18,36,0.5,Jessica Penne
women's flyweight,0,TKO - Doctor's Stoppage,2,300,3,Victoria Leonardo,9,7,0,165.1,56.7,162.56,Orthodox,1990-02-16,3.22,38,4.81,47,1.57,27,71,0,Melissa Gatto,9,2,2,165.1,61.23,175.26,Orthodox,1996-05-02,3.78,49,2.84,54,1.47,28,63,0.5,Melissa Gatto
bantamweight,0,KO/TKO,3,76,3,Miles Johns,15,3,0,170.18,61.23,167.64,Orthodox,1994-03-30,3.16,44,2.65,67,0.92,20,81,0,Anderson Dos Santos,21,9,0,165.1,61.23,177.8,Orthodox,1985-07-24,2.7,25,5.37,49,0.98,14,66,0.7,Miles Johns
bantamweight,0,Decision - Majority,3,300,3,Kyler Phillips,12,3,0,172.72,61.23,182.88,Orthodox,1995-06-12,5.28,44,3.47,60,2.63,51,75,0.4,Raulian Paiva,21,5,0,172.72,61.23,175.26,Orthodox,1995-10-17,4.14,42,5.01,48,0.65,23,77,0.2,Raulian Paiva
bantamweight,0,Decision - Split,5,300,5,Cory Sandhagen,18,5,0,180.34,61.23,177.8,Switch,1992-04-20,5.06,45,3.34,56,1.28,34,63,0.3,TJ Dillashaw,18,5,0,167.64,61.23,170.18,Orthodox,1986-02-07,5.09,41,3.47,62,1.56,30,77,0.8,TJ Dillashaw
featherweight,0,KO/TKO,2,228,3,Darren Elkins,29,12,0,177.8,65.77,180.34,Orthodox,1984-05-16,3.4,38,3.34,51,2.87,34,56,1.1,Darrick Minner,26,14,0,170.18,65.77,175.26,Orthodox,1990-04-28,2.63,65,2.28,35,2.4,72,66,2.7,Darren Elkins
bantamweight,0,Submission,2,155,3,Johnny Munoz,12,4,0,175.26,61.23,180.34,Orthodox,1993-02-16,2.44,36,2.66,55,2.4,25,45,1.8,Jamey Simmons,7,4,0,167.64,61.23,177.8,Orthodox,1992-09-11,0.79,21,1.92,74,0,0,50,0,Johnny Munoz
women's flyweight,0,Decision - Split,3,300,3,Miranda Maverick,17,6,0,160.02,56.7,165.1,Southpaw,1997-07-01,3.22,44,2.25,61,2.16,40,45,0.4,Maycee Barber,14,2,0,165.1,56.7,165.1,Switch,1998-05-18,4.7,53,2.9,54,1.44,43,53,0.1,Maycee Barber
welterweight,0,Submission,1,177,3,Mickey Gall,7,7,0,187.96,77.11,187.96,Switch,1992-01-22,3.5,49,4.72,49,1.15,32,37,1.6,Jordan Williams,9,6,0,185.42,83.91,190.5,Southpaw,1990-10-13,5.83,50,5.46,35,1.11,50,85,0,Mickey Gall
bantamweight,0,KO/TKO,2,131,3,Adrian Yanez,17,6,0,170.18,61.23,177.8,Orthodox,1993-11-29,6.23,41,5.75,54,0,0,81,0,Randy Costa,6,4,0,175.26,61.23,185.42,Switch,1994-07-06,6.53,46,7.58,58,0,0,50,0,Adrian Yanez
bantamweight,0,KO/TKO,2,225,3,Julio Arce,19,6,0,170.18,65.77,177.8,Southpaw,1989-10-27,4.36,36,3.05,68,0.46,28,96,0.3,Andre Ewell,17,9,0,172.72,65.77,190.5,Southpaw,1988-01-21,4.28,40,4.87,51,0.36,75,72,0.1,Julio Arce
middleweight,0,Decision - Unanimous,3,300,3,Punahele Soriano,11,4,0,180.34,77.11,182.88,Southpaw,1992-11-22,5,53,3.88,48,1.47,56,37,0,Brendan Allen,24,7,0,187.96,83.91,190.5,Orthodox,1995-12-28,3.55,53,3.67,45,1.53,38,56,1.3,Brendan Allen
middleweight,0,KO/TKO,2,189,3,Nassourdine Imavov,16,4,0,190.5,83.91,190.5,Orthodox,1995-03-01,4.45,55,3.26,58,0.85,32,78,1.1,Ian Heinisch,14,5,0,180.34,83.91,182.88,Orthodox,1988-08-05,3.25,50,2.98,59,1.02,17,59,0.7,Nassourdine Imavov
lightweight,0,TKO - Doctor's Stoppage,1,300,5,Dustin Poirier,30,9,0,175.26,70.31,182.88,Southpaw,1989-01-19,5.3,50,4.33,52,1.24,36,64,1.3,Conor McGregor,22,6,0,175.26,70.31,187.96,Southpaw,1988-07-14,5.32,49,4.66,54,0.67,55,66,0.1,Dustin Poirier
heavyweight,0,KO/TKO,1,67,3,Tai Tuivasa,15,8,0,187.96,119.75,190.5,Southpaw,1993-03-16,3.77,46,5.18,44,0,0,57,0,Greg Hardy,7,5,0,195.58,120.2,203.2,Orthodox,1988-07-28,4.79,50,3.31,55,0.2,33,64,0,Tai Tuivasa
women's strawweight,0,Decision - Unanimous,3,300,3,Diana Belbita,15,10,0,170.18,56.7,172.72,Orthodox,1996-06-26,6.45,41,6.55,51,0.86,62,64,0,Hannah Goldy,6,4,0,162.56,52.16,154.94,Orthodox,1992-05-18,5.19,47,4.67,50,0.66,12,54,0.2,Diana Belbita
women's flyweight,0,KO/TKO,1,229,3,Sijara Eubanks,8,7,0,162.56,56.7,170.18,Orthodox,1985-04-27,4.3,43,3.43,57,1.9,44,66,0.3,Elise Reed,8,5,0,160.02,52.16,160.02,Orthodox,1992-12-05,3.41,53,3.26,51,0.46,60,53,0,Sijara Eubanks
bantamweight,0,KO/TKO,3,273,3,Sean O'Malley,18,3,0,180.34,61.23,182.88,Switch,1994-10-24,6.3,61,3.48,60,0.27,42,61,0.3,Kris Moutinho,14,7,0,170.18,61.23,172.72,Southpaw,1992-08-09,4.51,31,14.68,29,0,0,0,0,Sean O'Malley
women's bantamweight,0,KO/TKO,1,275,3,Irene Aldana,15,8,0,175.26,61.23,172.72,Orthodox,1988-03-26,5.19,39,6.64,56,0.15,50,77,0.2,Yana Santos,16,8,0,167.64,61.23,172.72,Orthodox,1989-11-11,4.42,58,3.07,52,0.87,50,53,0.1,Irene Aldana
welterweight,0,Decision - Unanimous,3,300,3,Gilbert Burns,22,9,0,177.8,77.11,180.34,Orthodox,1986-07-20,3.15,48,3.64,52,2.12,37,53,0.5,Stephen Thompson,17,9,1,182.88,77.11,190.5,Orthodox,1983-02-11,4.05,46,3,54,0.23,35,63,0,Gilbert Burns
welterweight,0,Decision - Unanimous,3,300,3,Niko Price,16,9,0,182.88,77.11,193.04,Orthodox,1989-09-29,5.13,43,5.55,48,0.98,28,50,0.6,Michel Pereira,31,13,0,185.42,83.91,185.42,Orthodox,1993-10-06,4.5,52,4.33,51,1.14,52,76,0.7,Michel Pereira
welterweight,0,Decision - Unanimous,3,300,3,Carlos Condit,32,14,0,187.96,77.11,190.5,Orthodox,1984-04-26,3.66,39,2.67,55,0.59,46,38,1,Max Griffin,20,12,0,180.34,77.11,193.04,Orthodox,1985-11-29,3.76,47,3.7,58,1.28,40,70,0.3,Max Griffin
women's flyweight,0,Decision - Unanimous,3,300,3,Jennifer Maia,21,10,1,162.56,56.7,162.56,Orthodox,1988-10-06,4.35,38,4.52,55,0.42,27,58,0.1,Jessica Eye,15,11,0,167.64,56.7,167.64,Orthodox,1986-07-27,3.86,37,4.19,55,0.58,40,57,0.5,Jennifer Maia
featherweight,0,KO/TKO,1,287,3,Ryan Hall,9,2,0,177.8,65.77,177.8,Southpaw,1985-02-22,2.38,50,1.33,65,0.22,9,0,2.2,Ilia Topuria,17,0,0,170.18,70.31,175.26,Orthodox,1997-01-21,4.81,48,3.83,64,1.96,61,93,1.1,Ilia Topuria
middleweight,0,KO/TKO,2,101,3,Trevin Giles,16,7,0,182.88,77.11,187.96,Orthodox,1992-08-06,3.17,54,2.39,58,1.07,50,72,0.3,Dricus Du Plessis,23,2,0,185.42,83.91,193.04,Switch,1994-01-14,6.12,48,4.9,54,2.55,50,50,0.7,Dricus Du Plessis
lightweight,0,Submission,4,158,5,Islam Makhachev,27,1,0,177.8,70.31,177.8,Southpaw,1991-10-27,2.63,58,1.55,61,3.2,53,90,1.1,Thiago Moises,19,9,0,175.26,70.31,177.8,Orthodox,1995-03-23,2.48,42,4.08,53,1.31,35,52,1.1,Islam Makhachev
middleweight,0,Decision - Split,3,300,3,Omari Akhmedov,21,6,1,182.88,83.91,185.42,Orthodox,1987-10-12,2.97,34,2.84,55,2.58,45,65,0.2,Brad Tavares,21,11,0,185.42,83.91,187.96,Orthodox,1987-12-21,3.42,43,3.28,55,0.71,26,81,0,Brad Tavares
women's bantamweight,0,KO/TKO,3,113,3,Marion Reneau,9,8,1,167.64,61.23,172.72,Orthodox,1977-06-20,3.2,41,3.52,59,0.62,63,50,0.8,Miesha Tate,20,10,0,167.64,61.23,165.1,Orthodox,1986-08-18,2.62,44,3.05,51,1.97,30,56,1.2,Miesha Tate
lightweight,0,Submission,1,65,3,Jeremy Stephens,28,20,0,175.26,70.31,180.34,Orthodox,1986-05-25,3.15,40,3.14,58,1.11,38,62,0.4,Mateusz Gamrot,25,3,0,177.8,70.31,177.8,Southpaw,1990-12-11,3.35,51,3.04,59,5.33,36,90,0.1,Mateusz Gamrot
flyweight,0,Submission,1,122,3,Zhalgas Zhumagulov,14,9,0,162.56,56.7,167.64,Switch,1988-08-29,5.24,43,5.86,52,1.3,19,75,0.2,Jerome Rivera,10,6,0,177.8,56.7,182.88,Southpaw,1995-04-22,3.21,33,2.6,51,0,0,40,0,Zhalgas Zhumagulov
welterweight,0,KO/TKO,1,227,3,Daniel Rodriguez,19,5,0,185.42,77.11,187.96,Southpaw,1986-12-31,7.39,48,5.39,57,0.55,54,63,0.1,Preston Parsons,11,6,0,180.34,77.11,180.34,Orthodox,1995-07-15,3.54,51,3.25,54,3.46,36,71,2.3,Daniel Rodriguez
middleweight,0,Submission,3,114,3,Rodolfo Vieira,10,3,0,182.88,83.91,185.42,Orthodox,1989-09-25,3.33,55,4.4,49,3.52,26,100,1.2,Dustin Stoltzfus,16,7,0,182.88,83.91,190.5,Orthodox,1991-11-15,3.14,45,3.14,47,2.26,41,46,1.3,Rodolfo Vieira
women's strawweight,0,KO/TKO,1,35,3,Amanda Lemos,15,4,1,162.56,52.16,165.1,Southpaw,1987-05-22,2.89,54,3.46,44,1.14,62,59,0.7,Montserrat Conejo Ruiz,10,4,0,152.4,52.16,154.94,Southpaw,1993-02-03,0.79,27,4.96,37,2.05,83,33,0.8,Amanda Lemos
featherweight,0,KO/TKO,3,220,3,Gabriel Benitez,23,13,0,172.72,70.31,180.34,Southpaw,1988-06-15,5.26,41,4.49,63,0.22,50,55,0.9,Billy Quarantillo,18,7,0,177.8,65.77,177.8,Orthodox,1988-12-08,7.44,54,5.83,42,1.47,24,61,1,Billy Quarantillo
flyweight,0,Decision - Unanimous,3,300,3,Francisco Figueiredo,13,5,1,167.64,56.7,172.72,Southpaw,1989-10-23,2.04,61,2.59,61,2.51,75,76,0.4,Malcolm Gordon,14,8,0,170.18,56.7,180.34,Switch,1990-05-19,2.5,45,2,43,1.72,35,26,1,Malcolm Gordon
bantamweight,0,Decision - Unanimous,3,300,3,Khalid Taha,13,5,0,165.1,61.23,175.26,Orthodox,1992-02-15,2.64,32,4.12,46,0,0,61,0.2,Sergey Morozov,19,5,0,167.64,61.23,170.18,Orthodox,1989-06-14,3.01,43,2.97,61,3.63,31,68,0,Sergey Morozov
heavyweight,0,Overturned,2,89,3,Alan Baudot,8,3,0,190.5,110.22,200.66,Orthodox,1988-02-01,5.36,58,4.82,46,0,0,62,0,Rodrigo Nascimento,11,3,0,187.96,111.58,203.2,Orthodox,1992-11-26,3.71,47,4.34,44,1.02,37,60,0.5,
heavyweight,0,Decision - Unanimous,5,300,5,Ciryl Gane,13,2,0,193.04,111.13,205.74,Orthodox,1990-04-12,5.26,61,2.23,61,0.7,25,43,0.6,Alexander Volkov,38,11,0,200.66,113.4,203.2,Orthodox,1988-10-24,4.97,57,2.99,54,0.61,66,72,0.2,Ciryl Gane
featherweight,0,Could Not Continue,2,46,3,Andre Fili,24,12,0,180.34,65.77,187.96,Orthodox,1990-06-25,3.84,37,4.15,51,2.17,44,70,0.2,Daniel Pineda,28,17,0,170.18,65.77,175.26,Orthodox,1985-08-06,2.85,49,3.26,45,1.42,24,54,1.5,
lightweight,0,Submission,2,274,3,Renato Moicano,20,7,1,180.34,70.31,182.88,Orthodox,1989-05-21,4.17,48,3.57,59,1.67,41,62,0.5,Jai Herbert,13,6,1,185.42,70.31,195.58,Orthodox,1988-05-13,3.07,40,3.26,53,0.43,21,66,0,Renato Moicano
heavyweight,0,KO/TKO,2,151,3,Tanner Boser,21,10,1,187.96,92.99,190.5,Orthodox,1991-08-02,4.7,52,2.75,58,0,0,63,0,Ovince Saint Preux,27,18,0,190.5,92.99,203.2,Southpaw,1983-04-08,3.03,47,3.33,47,1.09,36,67,0.5,Tanner Boser
bantamweight,0,Decision - Majority,3,300,3,Raoni Barcelos,20,5,0,170.18,61.23,170.18,Orthodox,1987-05-01,4.87,52,4.4,60,2.33,33,85,0.6,Timur Valiev,18,3,0,167.64,61.23,170.18,Orthodox,1990-01-19,5.19,53,3.33,45,1.73,40,55,0.3,Timur Valiev
welterweight,0,Decision - Unanimous,3,300,3,Tim Means,33,17,1,187.96,77.11,190.5,Orthodox,1984-02-20,5.04,49,3.65,60,1.14,40,64,0.2,Nicolas Dalby,23,6,1,180.34,77.11,187.96,Orthodox,1984-11-16,4.05,43,3.69,52,0.98,27,58,0.1,Tim Means
light heavyweight,0,KO/TKO,3,20,3,Kennedy Nzechukwu,14,6,0,195.58,107.05,210.82,Southpaw,1992-06-13,5.33,46,4.89,51,0.55,45,80,0.2,Danilo Marques,11,4,0,198.12,92.99,195.58,Orthodox,1985-12-26,1.44,79,2.52,52,3.93,28,0,0.8,Kennedy Nzechukwu
welterweight,0,Submission,2,130,3,Shavkat Rakhmonov,19,0,0,185.42,77.11,195.58,Orthodox,1994-10-23,3.25,60,2.17,51,1.4,25,85,1.2,Michel Prazeres,26,4,0,167.64,77.11,170.18,Orthodox,1981-07-25,2.38,47,2.51,57,3.94,36,47,0.6,Shavkat Rakhmonov
welterweight,0,KO/TKO,2,30,3,Warlley Alves,15,8,0,180.34,83.91,182.88,Orthodox,1991-01-04,3.04,48,3.95,50,1.22,50,62,0.8,Jeremiah Wells,12,4,1,175.26,77.11,187.96,Switch,1986-10-30,2.41,43,1.31,48,3.08,44,80,0.8,Jeremiah Wells
women's bantamweight,0,Submission,3,259,3,Julia Avila,9,4,0,170.18,61.23,172.72,Orthodox,1988-05-11,2.81,42,3.28,55,0.63,37,52,0.2,Julija Stoliarenko,11,9,2,170.18,56.7,167.64,Orthodox,1993-04-08,2.49,39,4.54,46,0.93,27,54,1.7,Julia Avila
light heavyweight,0,KO/TKO,2,56,3,Marcin Prachnio,17,8,0,190.5,92.99,187.96,Orthodox,1988-07-14,5.57,54,3.24,54,0.15,20,53,0,Ike Villanueva,18,14,0,185.42,92.99,185.42,Orthodox,1984-04-04,3.66,38,7.24,36,0.6,50,100,0,Marcin Prachnio
heavyweight,0,KO/TKO,1,299,5,Jairzinho Rozenstruik,15,6,0,187.96,109.77,198.12,Orthodox,1988-03-17,3.48,48,2.63,52,0,0,72,0,Augusto Sakai,16,5,1,190.5,120.2,195.58,Orthodox,1991-05-09,4.6,49,3.83,48,0.23,40,56,0,Jairzinho Rozenstruik
middleweight,0,Decision - Unanimous,3,300,3,Roman Dolidze,15,3,0,187.96,83.91,193.04,Orthodox,1988-07-15,3.58,42,3.56,49,1.11,40,33,0.9,Laureano Staropoli,9,5,0,185.42,83.91,180.34,Orthodox,1993-02-27,3.31,34,3.73,54,0.83,26,48,0,Roman Dolidze
featherweight,0,Decision - Split,3,300,3,Charles Rosa,14,8,0,175.26,65.77,175.26,Switch,1986-08-24,3.08,36,3.86,47,1.67,35,38,1,Justin Jaynes,16,8,0,170.18,65.77,172.72,Orthodox,1989-08-10,3.34,44,5.33,62,0.75,40,20,1.1,Charles Rosa
heavyweight,0,KO/TKO,1,246,3,Walt Harris,13,10,0,195.58,113.4,195.58,Southpaw,1983-06-10,3.05,39,3.33,54,0.29,28,70,0.1,Marcin Tybura,27,9,0,190.5,112.94,198.12,Orthodox,1985-11-09,3.6,48,3.31,55,1.39,33,75,0.1,Marcin Tybura
lightweight,0,Decision - Unanimous,3,300,3,Yancy Medeiros,15,8,0,177.8,70.31,190.5,Orthodox,1987-09-07,4.36,37,5.67,47,0.33,50,73,0.7,Damir Hadzovic,14,8,0,175.26,70.31,177.8,Orthodox,1986-08-08,3.34,47,3.74,59,0.91,54,34,0.1,Damir Hadzovic
women's flyweight,0,KO/TKO,2,267,3,Montana De La Rosa,13,9,1,170.18,56.7,172.72,Orthodox,1995-02-14,2.9,37,3.39,45,1.85,33,68,0.8,Ariane da Silva,17,11,0,167.64,56.7,170.18,Orthodox,1994-01-26,4.05,41,4.4,50,0.47,38,68,0.3,Montana De La Rosa
middleweight,0,Decision - Unanimous,3,300,3,Dusko Todorovic,12,6,0,185.42,83.91,187.96,Orthodox,1994-05-19,4.79,57,4.53,47,1.5,17,42,0.2,Gregory Rodrigues,17,6,0,190.5,83.91,190.5,Orthodox,1992-02-17,5.54,51,5.04,50,2.21,38,90,0.3,Gregory Rodrigues
welterweight,0,Decision - Unanimous,3,300,3,Santiago Ponzinibbio,31,9,0,182.88,77.11,185.42,Orthodox,1986-09-26,4.78,41,4.68,61,0.6,27,71,0,Miguel Baeza,10,4,0,187.96,77.11,187.96,Orthodox,1992-08-23,4.09,49,5.92,46,0.36,22,54,2,Santiago Ponzinibbio
welterweight,0,Decision - Unanimous,3,300,3,Francisco Trinaldo,28,9,0,175.26,77.11,177.8,Southpaw,1978-08-24,3.13,45,2.67,60,0.98,42,60,0.5,Muslim Salikhov,21,5,0,180.34,77.11,177.8,Orthodox,1984-06-09,3.38,49,2.9,62,1.08,32,72,0,Muslim Salikhov
heavyweight,0,Decision - Split,3,300,3,Tanner Boser,21,10,1,187.96,92.99,190.5,Orthodox,1991-08-02,4.7,52,2.75,58,0,0,63,0,Ilir Latifi,17,9,0,177.8,104.33,185.42,Orthodox,1982-07-28,2.05,45,2.93,56,2.11,35,100,0.3,Ilir Latifi
lightweight,0,Could Not Continue,2,134,3,Alan Patrick,15,4,0,180.34,70.31,187.96,Southpaw,1983-07-19,1.82,40,2.95,43,3.01,33,43,0.3,Mason Jones,16,2,0,177.8,70.31,187.96,Orthodox,1995-04-26,5.56,41,4.46,48,4.24,52,80,0,
women's flyweight,0,KO/TKO,2,180,3,Manon Fiorot,12,2,0,170.18,56.7,165.1,Orthodox,1990-02-17,5.58,41,3.59,66,1.06,29,87,0,Tabatha Ricci,11,3,0,154.94,52.16,154.94,Orthodox,1995-02-21,4.18,36,5.29,57,2.74,37,81,0.1,Manon Fiorot
featherweight,0,Decision - Split,3,300,3,Sean Woodson,13,2,1,187.96,65.77,198.12,Orthodox,1992-06-07,5.57,46,4.18,58,0.58,55,84,0.3,Youssef Zalal,17,5,1,177.8,65.77,182.88,Switch,1996-09-04,3.07,50,1.8,66,2.09,30,59,1.3,Sean Woodson
lightweight,0,Decision - Unanimous,3,300,3,Claudio Puelles,13,4,0,177.8,70.31,182.88,Southpaw,1996-04-21,1.56,49,2.78,46,3.17,36,60,1.2,Jordan Leavitt,12,3,0,175.26,70.31,180.34,Southpaw,1995-06-02,2.49,61,1.79,57,2.92,30,30,1.3,Claudio Puelles
featherweight,0,Decision - Unanimous,3,300,3,Makwan Amirkhani,17,9,0,177.8,65.77,182.88,Southpaw,1988-11-08,1.33,44,2.98,46,3.96,43,35,1.1,Kamuela Kirk,12,6,0,177.8,70.31,190.5,Switch,1994-04-13,3.22,50,5.87,40,1.5,26,47,1.2,Kamuela Kirk
middleweight,1,Decision - Unanimous,5,300,5,Israel Adesanya,24,5,0,193.04,83.91,203.2,Switch,1989-07-22,4.02,48,3.2,55,0.05,11,76,0.1,Marvin Vettori,19,8,1,182.88,83.91,187.96,Southpaw,1993-09-20,4.54,46,4.37,56,1.51,45,69,0.4,Israel Adesanya
welterweight,0,Decision - Unanimous,5,300,5,Leon Edwards,22,5,0,187.96,77.11,187.96,Southpaw,1991-08-25,2.62,54,2.42,53,1.18,36,63,0.4,Nate Diaz,22,13,0,182.88,77.11,193.04,Southpaw,1985-04-16,4.57,45,3.77,52,1.05,30,41,1.3,Leon Edwards
flyweight,1,Submission,3,146,5,Deiveson Figueiredo,24,5,1,165.1,61.23,172.72,Orthodox,1987-12-18,2.82,54,3.64,49,1.69,35,58,1.4,Brandon Moreno,23,8,2,170.18,56.7,177.8,Orthodox,1993-12-07,3.96,44,3.62,60,1.51,44,64,0.4,Brandon Moreno
